"id","name","inn","opf_short","name_full_with_opf","ca_type","branch_type","ogrn","ogrn_date","fio_surname","fio_name","fio_patronymic","management_post","management_disqualified","management_name","email","address_full","address","status","actuality_date","registration_date","liquidation_date","is_archived","description","group_name"
203,ЧИСТЫЙ ГОРОД,"7721599993",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧИСТЫЙ ГОРОД""",LEGAL,MAIN,"1077761219800",2007-10-12 03:00:00.000,,,,Генеральный директор,,Лебедев Алексей Владимирович,,"143405, Московская область, Г. КРАСНОГОРСК, Ш. ИЛЬИНСКОЕ, Д. 1А, ПОМЕЩ. 38/2КОМНАТА 08","143405, Московская область, Г. КРАСНОГОРСК, Ш. ИЛЬИНСКОЕ, Д. 1А, ПОМЕЩ. 38/2КОМНАТА 08",ACTIVE,2023-04-04 03:00:00.000,2007-10-12 03:00:00.000,,false,autoloaded by counteragentcreate.py,
204,ЧАСТНОЕ-ОХРАННОЕ ПРЕДПРИЯТИЕ МОНОЛИТ,"2315096451",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ-ОХРАННОЕ ПРЕДПРИЯТИЕ ""МОНОЛИТ""",LEGAL,MAIN,"1022302378691",2002-07-31 03:00:00.000,,,,Генеральный директор,,Васюков Виталий Николаевич,,"353912, Краснодарский край, Г. НОВОРОССИЙСК, УЛ. ВИДОВА, Д.172","Краснодарский край, г Новороссийск, ул Видова, д 172",ACTIVE,2023-03-17 03:00:00.000,2002-07-31 03:00:00.000,,false,autoloaded by counteragentcreate.py,
205,ЧТО ДЕЛАТЬ КВАЛИФИКАЦИЯ,"7714349600",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧТО ДЕЛАТЬ КВАЛИФИКАЦИЯ""",LEGAL,MAIN,"1157746706523",2015-07-31 03:00:00.000,,,,Генеральный директор,,Мещерякова Анара Степановна,,"127083, ГОРОД МОСКВА, УЛ. МИШИНА, Д. 56","г Москва, ул Мишина, д 56",ACTIVE,2022-11-18 03:00:00.000,2015-07-31 03:00:00.000,,false,autoloaded by counteragentcreate.py,
206,ЭКОАНАЛИТИЧЕСКИЙ ЦЕНТР ЭКОСТОК,"7707056970",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКОАНАЛИТИЧЕСКИЙ ЦЕНТР ""ЭКОСТОК""",LEGAL,MAIN,"1027739382582",2002-10-15 03:00:00.000,,,,Генеральный директор,,Якушина Елена Васильевна,,"117105, ГОРОД МОСКВА, ПР-Д НАГАТИНСКИЙ 1-Й, Д. 6, СТР. 1","г Москва, проезд Нагатинский 1-й, д 6 стр 1",ACTIVE,2018-10-04 03:00:00.000,1992-08-25 03:00:00.000,,false,autoloaded by counteragentcreate.py,
207,ЭКОДОМ,"2983011722",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОДОМ""",LEGAL,MAIN,"1162901065843",2016-12-21 03:00:00.000,,,,Генеральный директор,,Наволоцкий Сергей Валентинович,,"166700, Ненецкий автономный округ, Р-Н ЗАПОЛЯРНЫЙ, РП. ИСКАТЕЛЕЙ, УЛ. РОССИХИНА, Д. 13, КВ. 2","Ненецкий АО, рп Искателей, ул Россихина, д 13, кв 2",ACTIVE,2022-11-28 03:00:00.000,2016-12-21 03:00:00.000,,false,autoloaded by counteragentcreate.py,
208,ГУП ГОРОДА МОСКВЫ ЭКОТЕХПРОМ,"7706043312",ГУП,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""ЭКОТЕХПРОМ""",LEGAL,MAIN,"1027739016161",2002-07-25 03:00:00.000,,,,Генеральный директор,,Синельников Денис Владимирович,,"119180, Г.Москва, УЛ. БОЛЬШАЯ ПОЛЯНКА, Д.42, СТР.1","г Москва, ул Большая Полянка, д 42 стр 1",ACTIVE,2023-04-18 03:00:00.000,1993-11-18 03:00:00.000,,false,autoloaded by counteragentcreate.py,
209,ЭКОЮГ,"2337035220",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЮГ""",LEGAL,MAIN,"1162375062695",2016-12-27 03:00:00.000,,,,Генеральный директор,,Рашковецкая Наталья Владимировна,,"353900, Краснодарский край, Г. НОВОРОССИЙСК, УЛ. СВОБОДЫ, Д. 34/1","Краснодарский край, г Новороссийск, ул Свободы, д 34/1",ACTIVE,2023-02-27 03:00:00.000,2016-12-27 03:00:00.000,,false,autoloaded by counteragentcreate.py,
210,ЭКСЭЛ ПАРТНЕРС,"7701130890",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭКСЭЛ ПАРТНЕРС""",LEGAL,MAIN,"1027739538287",2002-11-12 03:00:00.000,,,,Генеральный директор,,Жукова Дарья Владимировна,,"101000, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ БАСМАННЫЙ, УЛ МЯСНИЦКАЯ, Д. 24/7, СТР. 3, ЭТ/ПОМ/КОМ 2/I/3","г Москва, ул Мясницкая, д 24/7 стр 3, помещ I ком 3",ACTIVE,2022-11-04 03:00:00.000,1996-02-26 03:00:00.000,,false,autoloaded by counteragentcreate.py,
211,ЭЛИАС КОНСАЛТ,"7715628646",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛИАС КОНСАЛТ""",LEGAL,MAIN,"1067761209603",2006-12-18 03:00:00.000,,,,Генеральный директор,,Орехов Игорь Евгеньевич,,"127276, Г.Москва, ПР-Д МАРФИНСКИЙ, Д. 4, ПОМЕЩ. 16;ЭТ.2","г Москва, Марфинский проезд, д 4, помещ 16",ACTIVE,2022-12-29 03:00:00.000,2006-12-18 03:00:00.000,,false,autoloaded by counteragentcreate.py,
212,ЭЛКОД,"7713030498",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛКОД""",LEGAL,MAIN,"1027739625770",2002-11-26 03:00:00.000,,,,Генеральный директор,,Лавринюк Олег Иванович,,"125190, ГОРОД МОСКВА, ПР-КТ ЛЕНИНГРАДСКИЙ, Д. 80Б, К. 1","г Москва, Ленинградский пр-кт, д 80Б к 1",ACTIVE,2022-04-08 03:00:00.000,1992-05-06 03:00:00.000,,false,autoloaded by counteragentcreate.py,
213,ЭНФОРС,"3663035420",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНФОРС""",LEGAL,MAIN,"1033600029341",2003-02-03 03:00:00.000,,,,Генеральный директор,,Любкин Дмитрий Сергеевич,,"394007, Воронежская область, Г. ВОРОНЕЖ, УЛ. ДИМИТРОВА, Д. 2А, НЕЖ.ВС.ПОМ IX, ОФИС 4","394007, Воронежская область, Г. ВОРОНЕЖ, УЛ. ДИМИТРОВА, Д. 2А, НЕЖ.ВС.ПОМ IX, ОФИС 4",ACTIVE,2023-02-28 03:00:00.000,2001-01-26 03:00:00.000,,false,autoloaded by counteragentcreate.py,
214,ЭКОЛОГИЧЕСКОЕ ПРЕДПРИЯТИЕ ИНТЕР ГРИН,"7705397414",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКОЛОГИЧЕСКОЕ ПРЕДПРИЯТИЕ ""ИНТЕР ГРИН""",LEGAL,MAIN,"1037739064945",2003-01-13 03:00:00.000,,,,Генеральный директор,,Смычко Андрей Анатольевич,,"141402, ОБЛАСТЬ МОСКОВСКАЯ, Г. ХИМКИ, УЛ. ЛЕНИНГРАДСКАЯ, Д. 29, ОФИС 901/1","Московская обл, г Химки, ул Ленинградская, д 29, офис 901/1",ACTIVE,2022-11-06 03:00:00.000,2001-02-27 03:00:00.000,,false,autoloaded by counteragentcreate.py,
215,ЭР-ТЕЛЕКОМ ХОЛДИНГ,"5902202276",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",LEGAL,MAIN,"1065902028620",2006-03-22 03:00:00.000,,,,Президент,,Кузяев Андрей Равелевич,,"614066, Пермский край, Г.О. ПЕРМСКИЙ, Г ПЕРМЬ, Ш КОСМОНАВТОВ, Д. 111И, К. 2","г Пермь, шоссе Космонавтов, д 111И к 2",ACTIVE,2023-04-14 03:00:00.000,2006-03-22 03:00:00.000,,false,autoloaded by counteragentcreate.py,
216,ЭСПАДА-СЕРВИС,"7733717440",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСПАДА-СЕРВИС""",LEGAL,MAIN,"1097746718101",2009-11-16 03:00:00.000,,,,Генеральный директор,,Новосельцев Андрей Михайлович,,"125476, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЮЖНОЕ ТУШИНО, УЛ ВАСИЛИЯ ПЕТУШКОВА, Д. 8, ЭТАЖ 1, ПОМЕЩ. 106","г Москва, ул Василия Петушкова, д 8, помещ 106",ACTIVE,2021-06-30 03:00:00.000,2009-11-16 03:00:00.000,,false,autoloaded by counteragentcreate.py,
217,ЮГОРСКИЙ ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ,"8601999247",Фонд,ЮГОРСКИЙ ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ,LEGAL,MAIN,"1138600001693",2013-12-17 03:00:00.000,,,,Генеральный директор,,Бойко Андрей Александрович,,"628011, АВТОНОМНЫЙ ОКРУГ ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, Г. ХАНТЫ-МАНСИЙСК, УЛ. МИРА, Д. 118А","г Ханты-Мансийск, ул Мира, д 118А",ACTIVE,2021-12-06 03:00:00.000,2013-12-17 03:00:00.000,,false,autoloaded by counteragentcreate.py,
218,ЮГРАНЕФТЕПРОМ-ИНВЕСТ,"7708405825",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГРАНЕФТЕПРОМ-ИНВЕСТ""",LEGAL,MAIN,"1227700339140",2022-06-10 03:00:00.000,,,,,,,,"101000, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КРАСНОСЕЛЬСКИЙ, ПЕР УЛАНСКИЙ, Д. 4, СТР. 1, ОФИС 108","г Москва, Уланский пер, д 4 стр 1, офис 108",ACTIVE,2023-04-13 03:00:00.000,2022-06-10 03:00:00.000,,false,autoloaded by counteragentcreate.py,
219,ЮНИГРИН ИНЖИНИРИНГ,"9728033745",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИГРИН ИНЖИНИРИНГ""",LEGAL,MAIN,"1217700165682",2021-04-07 03:00:00.000,,,,Директор,,Арапов Мстислав Александрович,,"117342, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, УЛ ПРОФСОЮЗНАЯ, Д. 65, К. 1, ЭТАЖ 12, ПОМЕЩ. XXXVIII, КОМ.19.01","г Москва, ул Профсоюзная, д 65 к 1, помещ XXXVIII ком 19/01",ACTIVE,2022-08-10 03:00:00.000,2021-04-07 03:00:00.000,,false,autoloaded by counteragentcreate.py,
220,ПРЕДСТАВИТЕЛЬСТВО ООО ЮРИМОР ХАНДЕЛЬСГЕЗЕЛЬШАФТ М.Б.Х.,"9909249880",Представит,"ПРЕДСТАВИТЕЛЬСТВО ОБЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮРИМОР ХАНДЕЛЬСГЕЗЕЛЬШАФТ М.Б.Х.""",LEGAL,BRANCH,"20150017371",,,,,,,Кондрашова Оксана Владимировна,,"119334, 77, ВН.ТЕР.Г. муниципальный округ Раменки, УЛИЦА КОСЫГИНА, ДОМ 26","г Москва, ул Косыгина, д 26",ACTIVE,2023-04-17 03:00:00.000,2015-03-20 03:00:00.000,,false,autoloaded by counteragentcreate.py,
240,ВОДОКАНАЛ,"1102079562",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ""",LEGAL,MAIN,"1171101005074",2017-07-13 03:00:00.000,,,,Директор,,Попов Александр Валентинович,,"169523, Республика Коми, Г. СОСНОГОРСК, ПГТ НИЖНИЙ ОДЕС, УЛ. НЕФТЯНИКОВ, Д. 10","Респ Коми, г Сосногорск, пгт Нижний Одес, ул Нефтяников, д 10",BANKRUPT,2023-02-07 03:00:00.000,2017-07-13 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
242,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 2 ПО Г. МОСКВЕ,"7702143179",ФГКУ,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 2 ПО Г. МОСКВЕ,LEGAL,MAIN,"1047702057809",2004-12-23 03:00:00.000,,,,Начальник инспекции,,Филимонова Людмила Васильевна,,"129110, Г.Москва, УЛ. БОЛЬШАЯ ПЕРЕЯСЛАВСКАЯ, Д.16, ---, ---","г Москва, ул Большая Переяславская, д 16",ACTIVE,2020-09-17 03:00:00.000,2004-12-23 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
243,"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ ПО МОСКВЕ","7726639745",ФГКУ,"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ ПО МОСКВЕ",LEGAL,MAIN,"1097746680822",2009-11-03 03:00:00.000,,,,Руководитель управления,,Майданов Игорь Иванович,,"115191, ГОРОД МОСКВА, УЛ. БОЛЬШАЯ ТУЛЬСКАЯ, Д.15","г Москва, ул Большая Тульская, д 15",ACTIVE,2020-09-24 03:00:00.000,2009-11-03 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
244,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 7 ПО Г. МОСКВЕ,"7707081688",ФГКУ,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 7 ПО Г. МОСКВЕ,LEGAL,MAIN,"1047707042130",2004-12-23 03:00:00.000,,,,Начальник инспекции,,Жемчужников Сергей Юрьевич,,"105064, Г.Москва, УЛ. ЗЕМЛЯНОЙ ВАЛ, Д. 9","г Москва, ул Земляной Вал, д 9",ACTIVE,2022-12-22 03:00:00.000,2004-12-23 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
245,"МЕЖРЕГИОНАЛЬНОЕ ТЕХНОЛОГИЧЕСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО ЭКОЛОГИЧЕСКОМУ, ТЕХНОЛОГИЧЕСКОМУ И АТОМНОМУ НАДЗОРУ","7703750144",ФГКУ,"МЕЖРЕГИОНАЛЬНОЕ ТЕХНОЛОГИЧЕСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО ЭКОЛОГИЧЕСКОМУ, ТЕХНОЛОГИЧЕСКОМУ И АТОМНОМУ НАДЗОРУ",LEGAL,MAIN,"1117746644400",2011-08-19 03:00:00.000,,,,Руководитель,,Курбатов Алексей Викторович,,"123056, Г.Москва, УЛ. КРАСИНА, Д. 27, К. 1","г Москва, ул Красина, д 27 стр 1",ACTIVE,2022-11-25 03:00:00.000,2011-08-19 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
246,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 8 ПО Г. МОСКВЕ,"7708034472",ФГКУ,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 8 ПО Г. МОСКВЕ,LEGAL,MAIN,"1047708061752",2004-12-23 03:00:00.000,,,,Начальник инспекции,,Добровольский Алексей Евгеньевич,,"129110, ГОРОД МОСКВА, УЛ. БОЛЬШАЯ ПЕРЕЯСЛАВСКАЯ, Д.16","г Москва, ул Большая Переяславская, д 16",ACTIVE,2021-04-28 03:00:00.000,2004-12-23 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
247,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО Г. НОВОРОССИЙСКУ КРАСНОДАРСКОГО КРАЯ,"2315020237",ФГКУ,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО Г. НОВОРОССИЙСКУ КРАСНОДАРСКОГО КРАЯ,LEGAL,MAIN,"1042309105750",2004-12-22 03:00:00.000,,,,Начальник,,Мокроусов Дмитрий Васильевич,,"353925, КРАЙ КРАСНОДАРСКИЙ, Г. НОВОРОССИЙСК, ПР-КТ ДЗЕРЖИНСКОГО, Д. 211","Краснодарский край, г Новороссийск, пр-кт Дзержинского, д 211",ACTIVE,2019-08-05 03:00:00.000,2004-12-22 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
248,"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ,КАДАСТРА И КАРТОГРАФИИ ПО МОСКОВСКОЙ ОБЛАСТИ","7727270299",ФГКУ,"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ,КАДАСТРА И КАРТОГРАФИИ ПО МОСКОВСКОЙ ОБЛАСТИ",LEGAL,MAIN,"1047727043561",2004-12-21 03:00:00.000,,,,Руководитель,,Зайцева Светлана Юрьевна,,"143403, ОБЛАСТЬ МОСКОВСКАЯ, Г. КРАСНОГОРСК, УЛ. РЕЧНАЯ, Д.8","Московская обл, г Красногорск, ул Речная, д 8",ACTIVE,2021-03-12 03:00:00.000,2004-12-21 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
249,МЕЖРЕГИОНАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ПРИРОДОПОЛЬЗОВАНИЯ ПО МОСКОВСКОЙ И СМОЛЕНСКОЙ ОБЛАСТЯМ,"6730054024",ГКУ,МЕЖРЕГИОНАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ПРИРОДОПОЛЬЗОВАНИЯ ПО МОСКОВСКОЙ И СМОЛЕНСКОЙ ОБЛАСТЯМ,LEGAL,MAIN,"1046758325118",2004-09-23 03:00:00.000,,,,Руководитель,,Афанасьева Наталья Николаевна,,"117342, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, УЛ ОБРУЧЕВА, Д. 46, ЭТАЖ 6 ПОМЕЩ. 2","г Москва, ул Обручева, д 46, помещ 2",ACTIVE,2022-03-31 03:00:00.000,2004-09-23 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
250,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ФЕДЕРАЛЬНАЯ КАДАСТРОВАЯ ПАЛАТА ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ","7705401340",ФГБУ,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНАЯ КАДАСТРОВАЯ ПАЛАТА ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ""",LEGAL,MAIN,"1027700485757",2002-12-03 03:00:00.000,,,,Исполняющий обязанности директора,,Кузнецов Александр Олегович,,"107078, Г.Москва, ПЕР. ОРЛИКОВ, Д. 10, СТР. 1","г Москва, Орликов пер, д 10 стр 1",LIQUIDATED,2023-01-09 03:00:00.000,2001-04-26 03:00:00.000,2023-01-01 03:00:00.000,false,autoloaded by 3_counteragentcreate.py,
251,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 1 ПО ПЕРМСКОМУ КРАЮ,"8107004281",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 1 ПО ПЕРМСКОМУ КРАЮ,LEGAL,MAIN,"1048102307021",2004-12-27 03:00:00.000,,,,Начальник,,Ошмарина Елена Ефремовна,,"619000, Пермский край, Г КУДЫМКАР, УЛ ГЕРЦЕНА, Д. 52","Пермский край, г Кудымкар, ул Герцена, д 52",ACTIVE,2023-03-05 03:00:00.000,2004-12-27 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
252,УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ЧЕРНУШИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ,"5959004198",МКУ,УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ЧЕРНУШИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ,LEGAL,MAIN,"1205900000272",2020-01-10 03:00:00.000,,,,Заместитель главы администрации чернушинского горо,,Трегубов Антон Александрович,,"617830, Пермский край, Р-Н ЧЕРНУШИНСКИЙ, Г. ЧЕРНУШКА, УЛ. ЮБИЛЕЙНАЯ, Д. 21","Пермский край, г Чернушка, ул Юбилейная, д 21",ACTIVE,2023-01-12 03:00:00.000,2020-01-10 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
253,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 18 ПО ПЕРМСКОМУ КРАЮ,"5959000010",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 18 ПО ПЕРМСКОМУ КРАЮ,LEGAL,MAIN,"1175958019412",2017-05-10 03:00:00.000,,,,Начальник,,Ибраев Сергей Минниханович,,"617763, Пермский край, Г. ЧАЙКОВСКИЙ, УЛ. ВОКЗАЛЬНАЯ, Д. 39 А","Пермский край, г Чайковский, ул Вокзальная, д 39А",ACTIVE,2023-03-19 03:00:00.000,2017-05-10 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
254,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 3 ПО ПЕРМСКОМУ КРАЮ,"5933160192",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 3 ПО ПЕРМСКОМУ КРАЮ,LEGAL,MAIN,"1045901924529",2004-12-27 03:00:00.000,,,,Начальник,,Никонова Елена Ивановна,,"617120, КРАЙ ПЕРМСКИЙ, Р-Н ВЕРЕЩАГИНСКИЙ, Г. ВЕРЕЩАГИНО, УЛ. ЛЕНИНА, Д.28","Пермский край, г Верещагино, ул Ленина, д 28",LIQUIDATED,2021-01-13 03:00:00.000,2004-12-27 03:00:00.000,2021-01-11 03:00:00.000,false,autoloaded by 3_counteragentcreate.py,
255,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 3 ПО РЕСПУБЛИКЕ КОМИ,"1102044440",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 3 ПО РЕСПУБЛИКЕ КОМИ,LEGAL,MAIN,"1041100616391",2004-12-27 03:00:00.000,,,,Начальник инспекции,,Ипатова Наталья Васильевна,,"169300, РЕСПУБЛИКА КОМИ, Г. УХТА, УЛ. ПУШКИНА, Д.2","Респ Коми, г Ухта, ул Пушкина, д 2",ACTIVE,2022-04-15 03:00:00.000,2004-12-27 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
256,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 5 ПО ХАНТЫ-МАНСИЙСКОМУ АВТОНОМНОМУ ОКРУГУ - ЮГРЕ,"8607100265",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 5 ПО ХАНТЫ-МАНСИЙСКОМУ АВТОНОМНОМУ ОКРУГУ - ЮГРЕ,LEGAL,MAIN,"1048600402707",2004-12-21 03:00:00.000,,,,Начальник,,Джанмурзаева Албаният Ахмедовна,,"628672, АВТОНОМНЫЙ ОКРУГ ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, Г. ЛАНГЕПАС, УЛ. КОМСОМОЛЬСКАЯ, Д.3 Б","Ханты-Мансийский Автономный округ - Югра, г Лангепас, ул Комсомольская, д 3Б",LIQUIDATED,2021-11-01 03:00:00.000,2004-12-21 03:00:00.000,2021-11-01 03:00:00.000,false,autoloaded by 3_counteragentcreate.py,
257,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 11 ПО ХАНТЫ-МАНСИЙСКОМУ АВТОНОМНОМУ ОКРУГУ - ЮГРЕ,"8617011328",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 11 ПО ХАНТЫ-МАНСИЙСКОМУ АВТОНОМНОМУ ОКРУГУ - ЮГРЕ,LEGAL,MAIN,"1048603861360",2004-12-21 03:00:00.000,,,,Начальник,,Королькова Татьяна Викторовна,,"628408, Ханты-Мансийский автономный округ - Югра, Г. Сургут, УЛ. Республики, Д.73, К.1, --","Ханты-Мансийский Автономный округ - Югра, г Сургут, ул Республики, д 73/1",ACTIVE,2021-11-01 03:00:00.000,2004-12-21 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
